Location,Name,Description,Area,Beds,Baths,Price
El Sheikh Zayed,"Apartment, Park Side Residences",A 4 bedrooms Apartment in Park Side Residences by Ora Developers. The Apartment size is 281 m2 with 4 bathrooms and a terrace of 45 m2.,281,4,4,"38,501,000 
              EGP"
South New Cairo,"Office, Campus District 5",A  Office in Campus District 5 by Marakez. The Office size is 152 m2.,152,,,"44,986,000 
              EGP"
Golden Square,"Apartment, V Residences By Villette",A 4 bedrooms Apartment in V Residences By Villette by SODIC. The Apartment size is 232 m2 with 3 bathrooms.,232,3,3,"45,825,000 
              EGP"
Golden Square,"Duplex, Sky Condos",A 3 bedrooms Duplex in Sky Condos by SODIC. The Duplex size is 318 m2 with 4 bathrooms with a garden of 78 m2.,318,4,4,"49,593,000 
              EGP"
Ras El Hekma,"Serviced Apartment, Beach Residence-June",A 3 bedrooms Serviced Apartment in Beach Residence-June by SODIC. The Serviced Apartment size is 166 m2 with 2 bathrooms.,166,2,2,"79,664,000 
              EGP"
Ras El Hekma,"Villa, Opal-June",A 4 bedrooms Villa in Opal-June by SODIC. The Villa size is 278 m2 with 5 bathrooms with a garden of 63 m2.,278,5,5,"231,146,000 
              EGP"
Ras El Hekma,"Chalet, Hilltop Chalets - Solare",A 2 bedrooms Chalet in Hilltop Chalets - Solare by Misr Italia Properties. The Chalet size is 100 m2 with 2 bathrooms with a garden of 37 m2.,100,2,2,"13,200,000 
              EGP"
October Gardens,"Apartment, Core",A 4 bedrooms Apartment in Core by Orascom Development Egypt. The Apartment size is 214 m2 with 3 bathrooms.,214,3,3,"17,392,000 
              EGP"
October Gardens,"Twinhouse, Green Valley",A 3 bedrooms Twinhouse in Green Valley by Orascom Development Egypt. The Twinhouse size is 204 m2 with 4 bathrooms with a garden of 293 m2.,204,4,4,"39,320,000 
              EGP"
Ain Sokhna,"Studio, Marina Residence Il Monte Galala",A  Studio in Marina Residence Il Monte Galala by Tatweer Misr. The Studio size is 55 m2 with 1 bathroom.,55,1,1,"9,524,000 
              EGP"
El Sheikh Zayed,"Studio, Park Side Residences",A  Studio in Park Side Residences by Ora Developers. The Studio size is 72 m2 with 1 bathroom and a terrace of 10 m2.,72,1,1,"9,586,000 
              EGP"
Northern Expansion,"Apartment, Club Park - ICity October",A 3 bedrooms Apartment in Club Park - ICity October by Mountain View. The Apartment size is 175 m2 with 3 bathrooms.,175,3,3,"11,574,529 
              EGP"
October Gardens,"Apartment, District 2 - Moon Heights",A 2 bedrooms Apartment in District 2 - Moon Heights by Palm Hills Developments. The Apartment size is 131 m2 with 3 bathrooms with a garden of 63 m2.,131,3,3,"12,586,418 
              EGP"
October Gardens,"Apartment, District 6 - Laria",A 2 bedrooms Apartment in District 6 - Laria by Palm Hills Developments. The Apartment size is 131 m2 with 3 bathrooms with a garden of 63 m2.,131,3,3,"12,863,192 
              EGP"
New Heliopolis,"Apartment, Oak Residence",A 2 bedrooms Apartment in Oak Residence by SODIC. The Apartment size is 141 m2 with 3 bathrooms.,141,3,3,"13,908,000 
              EGP"
New Cairo,"Apartment, Sapphire Residence",A 2 bedrooms Apartment in Sapphire Residence by Qatari Diar. The Apartment size is 135 m2 with 3 bathrooms.,135,3,3,"15,700,000 
              EGP"
El Sheikh Zayed,"Loft, The Village Views",A 1 bedroom Loft in The Village Views by Ora Developers. The Loft size is 108 m2 with 2 bathrooms with a garden of 22 m2.,108,2,2,"15,715,000 
              EGP"
New Cairo,"Apartment, Sapphire Golf Residences",A 3 bedrooms Apartment in Sapphire Golf Residences by Qatari Diar. The Apartment size is 169 m2 with 3 bathrooms.,169,3,3,"15,880,000 
              EGP"
October Gardens,"Apartment, Parkside - Owest",A 3 bedrooms Apartment in Parkside - Owest  by Orascom Development Egypt. The Apartment size is 148 m2 with 3 bathrooms with a garden of 181 m2.,148,3,3,"16,165,000 
              EGP"
New Cairo,"Apartment, Cleo - Palm Hills New Cairo",A 2 bedrooms Apartment in Cleo - Palm Hills New Cairo by Palm Hills Developments. The Apartment size is 131 m2 with 3 bathrooms.,131,3,3,"16,387,000 
              EGP"
New Cairo,"Apartment, Club Park- ICity New Cairo",A 3 bedrooms Apartment in Club Park- ICity New Cairo by Mountain View. The Apartment size is 155 m2 with 3 bathrooms with a garden of 95 m2.,155,3,3,"16,479,047 
              EGP"
6th of October City,"Duplex, Lagoon Beach Park Mountain View I-City October",A 3 bedrooms Duplex in Lagoon Beach Park Mountain View I-City October by Mountain View. The Duplex size is 190 m2 with 3 bathrooms.,190,3,3,"17,924,953 
              EGP"
October Gardens,"Townhouse, Jade Extension",A 3 bedrooms Townhouse in Jade Extension by Palm Hills Developments. The Townhouse size is 213 m2 with 4 bathrooms and a roof of 69 m2.,213,4,4,"18,561,000 
              EGP"
October Gardens,"Apartment, Midyard",A 3 bedrooms Apartment in Midyard by Orascom Development Egypt. The Apartment size is 176 m2 with 3 bathrooms.,176,3,3,"19,542,000 
              EGP"
South New Cairo,"Office, Mindhaus New Katameya",A  Office in Mindhaus New Katameya by Marakez. The Office size is 104 m2.,104,,,"22,624,000 
              EGP"
South New Cairo,"Apartment, Plateau  District 5",A 3 bedrooms Apartment in Plateau  District 5 by Marakez. The Apartment size is 160 m2 with 3 bathrooms with a garden of 202 m2.,160,3,3,"23,395,000 
              EGP"
South New Cairo,"Apartment, D Parks New Cairo",A 3 bedrooms Apartment in D Parks New Cairo by Marakez. The Apartment size is 170 m2 with 3 bathrooms and a roof of 87 m2.,170,3,3,"25,369,000 
              EGP"
New Heliopolis,"Penthouse, Hazel - Sodic East",A 3 bedrooms Penthouse in Hazel - Sodic East  by SODIC. The Penthouse size is 223 m2 with 4 bathrooms and a roof of 104 m2.,223,4,4,"27,665,000 
              EGP"
Sidi Heneish,"Apartment, Silvertown Silversands",A 3 bedrooms Apartment in Silvertown Silversands by Ora Developers. The Apartment size is 119 m2 with 2 bathrooms with a garden of 120 m2.,119,2,2,"29,488,000 
              EGP"
Ras El Hekma,"Penthouse, Aquamarine-June",A 4 bedrooms Penthouse in Aquamarine-June by SODIC. The Penthouse size is 222 m2 with 3 bathrooms and a roof of 127 m2.,222,3,3,"29,977,000 
              EGP"
New Cairo,"Apartment, Club Side Towers - Zed East",A 2 bedrooms Apartment in Club Side Towers - Zed East  by Ora Developers. The Apartment size is 147 m2 with 3 bathrooms and a terrace of 12 m2.,147,3,3,"31,309,950 
              EGP"
6th settlement,"Apartment, Club residence",A 3 bedrooms Apartment in Club residence by Ora Developers. The Apartment size is 179 m2 with 3 bathrooms with a garden of 105 m2.,179,3,3,"33,677,700 
              EGP"
Sidi Heneish,"Duplex, Crystalline - Silversands",A 3 bedrooms Duplex in Crystalline - Silversands  by Ora Developers. The Duplex size is 186 m2 with 3 bathrooms with a garden of 77 m2.,186,3,3,"34,590,000 
              EGP"
October Gardens,"Villa, District 2 - Tali",A 5 bedrooms Villa in District 2 - Tali by Palm Hills Developments. The Villa size is 410 m2 with 8 bathrooms and a roof of 95 m2.,410,8,8,"40,908,500 
              EGP"
Ras El Hekma,"Chalet, Pearl-June",A 4 bedrooms Chalet in Pearl-June by SODIC. The Chalet size is 190 m2 with 4 bathrooms with a garden of 162 m2.,190,4,4,"42,527,000 
              EGP"
South New Cairo,"Office, Campus District 5",A  Office in Campus District 5 by Marakez. The Office size is 208 m2.,208,,,"48,702,000 
              EGP"
Ras El Hekma,"Chalet, Hilltop Chalets - Solare",A 2 bedrooms Chalet in Hilltop Chalets - Solare by Misr Italia Properties. The Chalet size is 100 m2 with 2 bathrooms.,100,2,2,"14,100,000 
              EGP"
October Gardens,"Twinhouse, Green Valley",A 4 bedrooms Twinhouse in Green Valley by Orascom Development Egypt. The Twinhouse size is 260 m2 with 5 bathrooms with a garden of 343 m2.,260,5,5,"41,099,000 
              EGP"
El Sheikh Zayed,"Studio, Park Side Residences",A  Studio in Park Side Residences by Ora Developers. The Studio size is 62 m2 with 1 bathroom with a garden of 28 m2.,62,1,1,"10,059,000 
              EGP"
Ain Sokhna,"Studio, Marina Residence Il Monte Galala",A  Studio in Marina Residence Il Monte Galala by Tatweer Misr. The Studio size is 55 m2 with 1 bathroom with a garden of 83 m2.,55,1,1,"10,980,000 
              EGP"
Northern Expansion,"Apartment, Club Park - ICity October",A 3 bedrooms Apartment in Club Park - ICity October by Mountain View. The Apartment size is 130 m2 with 2 bathrooms with a garden of 64 m2.,130,2,2,"11,649,396 
              EGP"
October Gardens,"Apartment, District 2 - Moon Heights",A 2 bedrooms Apartment in District 2 - Moon Heights by Palm Hills Developments. The Apartment size is 135 m2 with 3 bathrooms and a roof of 21 m2.,135,3,3,"12,855,366 
              EGP"
October Gardens,"Apartment, District 6 - Laria",A 3 bedrooms Apartment in District 6 - Laria by Palm Hills Developments. The Apartment size is 152 m2 with 3 bathrooms.,152,3,3,"13,273,230 
              EGP"
New Heliopolis,"Apartment, Oak Residence",A 3 bedrooms Apartment in Oak Residence by SODIC. The Apartment size is 167 m2 with 3 bathrooms.,167,3,3,"14,443,000 
              EGP"
New Cairo,"Apartment, Sapphire Golf Residences",A 2 bedrooms Apartment in Sapphire Golf Residences by Qatari Diar. The Apartment size is 134 m2 with 3 bathrooms with a garden of 85 m2.,134,3,3,"15,900,000 
              EGP"
New Cairo,"Apartment, Cleo - Palm Hills New Cairo",A 2 bedrooms Apartment in Cleo - Palm Hills New Cairo by Palm Hills Developments. The Apartment size is 131 m2 with 3 bathrooms.,131,3,3,"16,790,000 
              EGP"
New Cairo,"Apartment, Sapphire Residence",A 3 bedrooms Apartment in Sapphire Residence by Qatari Diar. The Apartment size is 201 m2 with 3 bathrooms.,201,3,3,"16,870,000 
              EGP"
New Cairo,"Apartment, Club Park- ICity New Cairo",A 3 bedrooms Apartment in Club Park- ICity New Cairo by Mountain View. The Apartment size is 165 m2 with 3 bathrooms with a garden of 111 m2.,165,3,3,"18,318,049 
              EGP"
October Gardens,"Duplex, Core",A 3 bedrooms Duplex in Core by Orascom Development Egypt. The Duplex size is 212 m2 with 3 bathrooms.,212,3,3,"18,554,000 
              EGP"
6th of October City,"Duplex, Lagoon Beach Park Mountain View I-City October",A 2 bedrooms Duplex in Lagoon Beach Park Mountain View I-City October by Mountain View. The Duplex size is 175 m2 with 3 bathrooms with a garden of 32 m2.,175,3,3,"18,857,055 
              EGP"
October Gardens,"Apartment, Midyard",A 3 bedrooms Apartment in Midyard by Orascom Development Egypt. The Apartment size is 185 m2 with 3 bathrooms.,185,3,3,"20,541,000 
              EGP"
El Sheikh Zayed,"Loft, The Village Views",A 2 bedrooms Loft in The Village Views by Ora Developers. The Loft size is 168 m2 with 3 bathrooms and a terrace of 6 m2.,168,3,3,"23,054,000 
              EGP"
Ras El Hekma,"Loft, Pearl-June",A 2 bedrooms Loft in Pearl-June by SODIC. The Loft size is 101 m2 with 2 bathrooms with a garden of 26 m2.,101,2,2,"24,134,000 
              EGP"
South New Cairo,"Office, Mindhaus New Katameya",A  Office in Mindhaus New Katameya by Marakez. The Office size is 113 m2.,113,,,"24,917,000 
              EGP"
South New Cairo,"Apartment, D Parks New Cairo",A 3 bedrooms Apartment in D Parks New Cairo by Marakez. The Apartment size is 215 m2 with 3 bathrooms.,215,3,3,"26,438,000 
              EGP"
South New Cairo,"Apartment, Plateau  District 5",A 3 bedrooms Apartment in Plateau  District 5 by Marakez. The Apartment size is 224 m2 with 3 bathrooms.,224,3,3,"26,650,000 
              EGP"
Sidi Heneish,"Penthouse, Crystalline - Silversands",A 2 bedrooms Penthouse in Crystalline - Silversands  by Ora Developers. The Penthouse size is 153 m2 with 2 bathrooms and a terrace of 5 m2.,153,2,2,"27,129,000 
              EGP"
Sidi Heneish,"Apartment, Silvertown Silversands",A 3 bedrooms Apartment in Silvertown Silversands by Ora Developers. The Apartment size is 195 m2 with 2 bathrooms and a terrace of 58 m2.,195,2,2,"29,559,000 
              EGP"
Ras El Hekma,"Chalet, Aquamarine-June",A 3 bedrooms Chalet in Aquamarine-June by SODIC. The Chalet size is 176 m2 with 3 bathrooms with a garden of 156 m2.,176,3,3,"29,681,000 
              EGP"
October Gardens,"Villa, Parkside - Owest",A 3 bedrooms Villa in Parkside - Owest  by Orascom Development Egypt. The Villa size is 213 m2 with 3 bathrooms with a garden of 280 m2.,213,3,3,"29,980,000 
              EGP"
New Cairo,"Apartment, Club Side Towers - Zed East",A 2 bedrooms Apartment in Club Side Towers - Zed East  by Ora Developers. The Apartment size is 153 m2 with 2 bathrooms and a terrace of 18 m2.,153,2,2,"31,650,150 
              EGP"
6th settlement,"Duplex, Club residence",A 3 bedrooms Duplex in Club residence by Ora Developers. The Duplex size is 264 m2 with 4 bathrooms with a garden of 48 m2.,264,4,4,"43,476,300 
              EGP"
October Gardens,"Villa, District 2 - Tali",A 7 bedrooms Villa in District 2 - Tali by Palm Hills Developments. The Villa size is 466 m2 with 7 bathrooms.,466,7,7,"48,549,000 
              EGP"
South New Cairo,"Office, Campus District 5",A  Office in Campus District 5 by Marakez. The Office size is 185 m2.,185,,,"50,212,000 
              EGP"
Ras El Hekma,"Chalet, Hilltop Chalets - Solare",A 3 bedrooms Chalet in Hilltop Chalets - Solare by Misr Italia Properties. The Chalet size is 129 m2 with 3 bathrooms.,129,3,3,"14,900,000 
              EGP"
October Gardens,"Duplex, Core",A 3 bedrooms Duplex in Core by Orascom Development Egypt. The Duplex size is 222 m2 with 3 bathrooms.,222,3,3,"18,561,000 
              EGP"
October Gardens,"Townhouse, Green Valley",A 3 bedrooms Townhouse in Green Valley by Orascom Development Egypt. The Townhouse size is 169 m2 with 4 bathrooms with a garden of 84 m2.,169,4,4,"21,128,000 
              EGP"
Ras El Hekma,"Chalet, Aquamarine-June",A 4 bedrooms Chalet in Aquamarine-June by SODIC. The Chalet size is 203 m2 with 4 bathrooms with a garden of 180 m2.,203,4,4,"33,222,000 
              EGP"
Northern Expansion,"Apartment, Club Park - ICity October",A 3 bedrooms Apartment in Club Park - ICity October by Mountain View. The Apartment size is 150 m2 with 3 bathrooms with a garden of 118 m2.,150,3,3,"11,911,338 
              EGP"
October Gardens,"Apartment, District 2 - Moon Heights",A 3 bedrooms Apartment in District 2 - Moon Heights by Palm Hills Developments. The Apartment size is 152 m2 with 3 bathrooms.,152,3,3,"13,502,230 
              EGP"
October Gardens,"Apartment, District 6 - Laria",A 3 bedrooms Apartment in District 6 - Laria by Palm Hills Developments. The Apartment size is 151 m2 with 3 bathrooms and a roof of 22 m2.,151,3,3,"13,840,710 
              EGP"
New Heliopolis,"Apartment, Oak Residence",A 3 bedrooms Apartment in Oak Residence by SODIC. The Apartment size is 157 m2 with 3 bathrooms.,157,3,3,"14,718,000 
              EGP"
New Cairo,"Apartment, Cleo - Palm Hills New Cairo",A 2 bedrooms Apartment in Cleo - Palm Hills New Cairo by Palm Hills Developments. The Apartment size is 114 m2 with 3 bathrooms with a garden of 90 m2.,114,3,3,"16,920,000 
              EGP"
October Gardens,"Townhouse, District 2 - Tali",A 3 bedrooms Townhouse in District 2 - Tali by Palm Hills Developments. The Townhouse size is 213 m2 with 4 bathrooms and a roof of 68 m2.,213,4,4,"18,555,000 
              EGP"
6th of October City,"Duplex, Lagoon Beach Park Mountain View I-City October",A 3 bedrooms Duplex in Lagoon Beach Park Mountain View I-City October by Mountain View. The Duplex size is 210 m2 with 3 bathrooms with a garden of 146 m2.,210,3,3,"19,560,840 
              EGP"
New Cairo,"Apartment, Sapphire Residence",A 3 bedrooms Apartment in Sapphire Residence by Qatari Diar. The Apartment size is 225 m2 with 3 bathrooms.,225,3,3,"19,850,000 
              EGP"
October Gardens,"Apartment, Midyard",A 4 bedrooms Apartment in Midyard by Orascom Development Egypt. The Apartment size is 197 m2 with 4 bathrooms.,197,4,4,"22,454,000 
              EGP"
New Cairo,"Apartment, Sapphire Golf Residences",A 3 bedrooms Apartment in Sapphire Golf Residences by Qatari Diar. The Apartment size is 206 m2 with 3 bathrooms.,206,3,3,"24,800,000 
              EGP"
South New Cairo,"Office, Mindhaus New Katameya",A  Office in Mindhaus New Katameya by Marakez. The Office size is 116 m2.,116,,,"26,194,000 
              EGP"
El Sheikh Zayed,"Loft, The Village Views",A 2 bedrooms Loft in The Village Views by Ora Developers. The Loft size is 228 m2 with 3 bathrooms and a terrace of 44 m2.,228,3,3,"26,256,000 
              EGP"
Sidi Heneish,"Penthouse, Crystalline - Silversands",A 2 bedrooms Penthouse in Crystalline - Silversands  by Ora Developers. The Penthouse size is 159 m2 with 3 bathrooms and a roof of 40 m2.,159,3,3,"27,791,000 
              EGP"
October Gardens,"Villa, Parkside - Owest",A 2 bedrooms Villa in Parkside - Owest  by Orascom Development Egypt. The Villa size is 212 m2 with 3 bathrooms with a garden of 264 m2.,212,3,3,"30,388,000 
              EGP"
